Name	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205
2-Oxocarboxylic acid metabolism [PATH:ko01210]	207996.0	186168.0	182104.0	195818.0	208633.0	204016.0	198647.0	188800.0	179165.0	231773.0	206673.0	205863.0	196613.0	215092.0	167930.0	149381.0	212175.0	205380.0	186234.0	204480.0	210942.0	226202.0	221175.0	171030.0	143738.0	157200.0	174563.0	151975.0	150520.0	160016.0	166950.0	183245.0	181221.0	190765.0	174173.0	157747.0	193237.0	168057.0	195930.0	204091.0	160564.0	158919.0	179667.0	155681.0	159789.0	155194.0	161713.0	154732.0	166088.0	160771.0
ABC transporters [PATH:ko02010]	453029.0	385262.0	384179.0	407704.0	442550.0	430166.0	396429.0	388856.0	386466.0	485010.0	401954.0	417951.0	403153.0	450909.0	347307.0	303658.0	440467.0	456618.0	371616.0	403092.0	471397.0	484786.0	435352.0	343668.0	294067.0	317739.0	405672.0	316563.0	296487.0	337211.0	354880.0	383207.0	388688.0	408405.0	385174.0	334723.0	421990.0	385028.0	445322.0	429851.0	322979.0	338697.0	390458.0	376846.0	350819.0	422536.0	330811.0	344415.0	392490.0	393610.0
AMPK signaling pathway [PATH:ko04152]	27224.0	24700.0	24318.0	27208.0	25236.0	25454.0	24608.0	23679.0	25013.0	27772.0	25119.0	25694.0	24487.0	26531.0	18052.0	17238.0	27759.0	29539.0	26097.0	27383.0	30223.0	27038.0	25171.0	19243.0	18317.0	19132.0	21705.0	18067.0	19485.0	20026.0	20318.0	23424.0	24502.0	24774.0	22749.0	20610.0	21260.0	20131.0	24105.0	22219.0	20164.0	20353.0	22759.0	20897.0	20873.0	20027.0	20295.0	21242.0	21384.0	19130.0
Acute myeloid leukemia [PATH:ko05221]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	57.0	22.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Adherens junction [PATH:ko04520]	8.0	0.0	0.0	6.0	2.0	12.0	6.0	30.0	26.0	50.0	2.0	12.0	2.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.0	226.0	60.0	30.0	14.0	0.0	0.0	0.0	0.0	18.0	50.0	12.0	42.0	42.0	58.0	2.0	0.0	32.0	8.0
Adipocytokine signaling pathway [PATH:ko04920]	21224.0	25958.0	22413.0	26143.0	27567.0	26039.0	27941.0	25324.0	29667.0	25179.0	29629.0	28042.0	33588.0	28563.0	29409.0	25155.0	23931.0	21068.0	30654.0	30135.0	27740.0	27543.0	31984.0	23674.0	17948.0	18695.0	20631.0	20957.0	23959.0	21181.0	20409.0	16727.0	18569.0	19704.0	20628.0	18250.0	18230.0	13715.0	12332.0	13563.0	20832.0	25209.0	24133.0	23404.0	22431.0	29418.0	21538.0	18405.0	27604.0	21934.0
Adrenergic signaling in cardiomyocytes [PATH:ko04261]	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	4.0	17.0	3.0	0.0	0.0	0.0	112.0	130.0	40.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aflatoxin biosynthesis [PATH:ko00254]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	44.0	100.0	88.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	60.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
African trypanosomiasis [PATH:ko05143]	594.0	102.0	34.0	18.0	1108.0	920.0	224.0	72.0	82.0	648.0	538.0	54.0	100.0	88.0	1264.0	858.0	1348.0	414.0	20.0	14.0	4.0	454.0	904.0	104.0	134.0	220.0	106.0	104.0	66.0	58.0	106.0	960.0	774.0	1084.0	714.0	186.0	4588.0	1676.0	144.0	746.0	218.0	84.0	510.0	8.0	40.0	468.0	160.0	60.0	20.0	18.0
Alanine, aspartate and glutamate metabolism [PATH:ko00250]	273496.0	280430.0	261156.0	290365.0	290032.0	273611.0	285012.0	258791.0	253800.0	310504.0	316851.0	300276.0	307809.0	316111.0	278738.0	251671.0	305331.0	292334.0	307318.0	318035.0	315668.0	306733.0	344772.0	256881.0	203672.0	211170.0	237995.0	221352.0	231560.0	236107.0	237837.0	238210.0	239156.0	250258.0	248862.0	224617.0	249916.0	226900.0	251600.0	248276.0	222240.0	231658.0	244099.0	225724.0	227894.0	212010.0	233714.0	221184.0	255193.0	236729.0
Alcoholism [PATH:ko05034]	0.0	0.0	0.0	0.0	28.0	92.0	30.0	38.0	52.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210.0	174.0	52.0	22.0	6.0	10.0	0.0	0.0	0.0	10.0	2.0	0.0	2.0	12.0	0.0	0.0	0.0	8.0	10.0
Aldosterone synthesis and secretion [PATH:ko04925]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	36.0	72.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Aldosterone-regulated sodium reabsorption [PATH:ko04960]	3.0	2.0	1.0	0.0	25.0	16.0	17.0	0.0	0.0	0.0	3.0	2.0	4.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	5.0	6.0	8.0	4.0	0.0	29.0	20.0	4.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Alzheimer's disease [PATH:ko05010]	7489.0	7663.0	7567.0	7700.0	9092.0	8976.0	8793.0	8647.0	9277.0	9109.0	8271.0	8808.0	9233.0	8865.0	6510.0	5430.0	7762.0	7310.0	7860.0	8521.0	8390.0	9044.0	9201.0	7323.0	6224.0	7169.0	6829.0	5995.0	6203.0	6643.0	6945.0	8556.0	8487.0	8555.0	8704.0	7743.0	7334.0	6744.0	8178.0	8520.0	7245.0	8042.0	8193.0	8593.0	7731.0	9382.0	6862.0	7790.0	9204.0	8518.0
Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	316619.0	316052.0	304888.0	328585.0	326793.0	314270.0	317611.0	292754.0	288465.0	355798.0	348974.0	338843.0	333261.0	360876.0	358645.0	324605.0	370693.0	342922.0	342927.0	361507.0	353331.0	350684.0	416450.0	312898.0	249987.0	255884.0	280583.0	248736.0	262792.0	255534.0	273908.0	263108.0	266807.0	275264.0	262684.0	246252.0	265255.0	252595.0	280043.0	290801.0	248414.0	263026.0	271931.0	258296.0	264141.0	256357.0	273621.0	266831.0	289330.0	265560.0
Aminoacyl-tRNA biosynthesis [PATH:ko00970]	322632.0	316236.0	315005.0	332959.0	369766.0	366679.0	354799.0	352191.0	370913.0	381831.0	348845.0	362236.0	373387.0	379067.0	266933.0	231323.0	336110.0	333357.0	319528.0	334513.0	352842.0	367601.0	367334.0	292707.0	257886.0	289232.0	281346.0	239900.0	250127.0	270777.0	291860.0	331342.0	336348.0	357694.0	327948.0	297511.0	323851.0	298989.0	339945.0	357204.0	299825.0	323443.0	343669.0	344117.0	315377.0	381648.0	291355.0	321621.0	354491.0	322245.0
Aminobenzoate degradation [PATH:ko00627]	11899.0	14773.0	13964.0	15011.0	13447.0	13212.0	13686.0	12106.0	13076.0	13384.0	16099.0	13295.0	15483.0	13450.0	14732.0	14355.0	13362.0	12525.0	16278.0	16421.0	15120.0	15758.0	16216.0	13867.0	10489.0	10897.0	13350.0	12032.0	15634.0	13304.0	12386.0	10166.0	10597.0	11559.0	12756.0	11069.0	10960.0	9101.0	8152.0	7348.0	8564.0	11828.0	10642.0	12603.0	11395.0	12874.0	12666.0	12705.0	15076.0	11754.0
Amoebiasis [PATH:ko05146]	2575.0	3528.0	3937.0	3463.0	3643.0	3592.0	4043.0	2846.0	3548.0	3635.0	2938.0	3596.0	4237.0	4135.0	4351.0	3329.0	1988.0	1749.0	2205.0	2403.0	2224.0	3827.0	4086.0	4985.0	2516.0	2558.0	2979.0	2211.0	2959.0	2000.0	2399.0	2629.0	2613.0	2848.0	2277.0	1955.0	1771.0	1483.0	2194.0	2875.0	1841.0	2279.0	2537.0	2063.0	2174.0	2375.0	1730.0	1696.0	3277.0	3742.0
Amphetamine addiction [PATH:ko05031]	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	40.0	11.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
Amyotrophic lateral sclerosis (ALS) [PATH:ko05014]	1271.0	2507.0	2736.0	2965.0	1152.0	974.0	1108.0	1144.0	1545.0	1239.0	2123.0	1781.0	3829.0	1711.0	3486.0	3577.0	1035.0	1149.0	1931.0	1547.0	1578.0	1644.0	2584.0	3277.0	1419.0	1573.0	1121.0	1423.0	3915.0	1765.0	1302.0	1261.0	1614.0	2147.0	2110.0	1581.0	1122.0	1087.0	1277.0	642.0	1794.0	2088.0	2148.0	2061.0	1982.0	2563.0	2602.0	1962.0	2959.0	2399.0
Antigen processing and presentation [PATH:ko04612]	15420.0	15348.0	15614.0	15634.0	17767.0	16595.0	16304.0	16387.0	17299.0	18398.0	16923.0	17040.0	18567.0	17996.0	15476.0	13300.0	16006.0	15231.0	15811.0	16618.0	16392.0	18047.0	17363.0	14658.0	12274.0	13535.0	13805.0	12552.0	12166.0	13342.0	13515.0	15937.0	16621.0	17569.0	15854.0	13765.0	14695.0	13910.0	16121.0	14393.0	14063.0	14644.0	16119.0	14990.0	13905.0	17837.0	13894.0	16000.0	17203.0	15524.0
Apoptosis [PATH:ko04210]	2964.0	5538.0	5564.0	5729.0	2961.0	2383.0	2711.0	3020.0	3406.0	3055.0	4543.0	3962.0	4687.0	3878.0	5899.0	5568.0	2866.0	2199.0	4192.0	3769.0	2897.0	2487.0	3960.0	2905.0	1730.0	1850.0	3375.0	4252.0	3162.0	3064.0	3413.0	1290.0	1644.0	1886.0	2485.0	2298.0	1496.0	1556.0	1196.0	668.0	3401.0	3599.0	2884.0	3127.0	3073.0	2125.0	3023.0	2616.0	3408.0	2026.0
Arachidonic acid metabolism [PATH:ko00590]	20281.0	24312.0	22777.0	24908.0	23954.0	23741.0	20094.0	19129.0	19240.0	25418.0	28001.0	26382.0	24880.0	27761.0	23816.0	23523.0	27628.0	21495.0	26716.0	28218.0	26197.0	20261.0	28293.0	28045.0	18696.0	17462.0	17111.0	14248.0	18900.0	13044.0	14700.0	15565.0	17569.0	16658.0	15279.0	13791.0	17886.0	11793.0	13785.0	14284.0	21109.0	16618.0	16672.0	15488.0	18401.0	16262.0	20382.0	18550.0	21876.0	22065.0
