Name	Accession	Level 1	Level 2	Level 3	Level 4	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205
0	K14409	Genetic Information Processing	Translation	mRNA surveillance pathway [PATH:ko03015]	SMG7, EST1C; protein SMG7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	14.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	K07308	Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	dmsC; anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase anchor subunit)	206.0	384.0	407.0	283.0	29.0	39.0	68.0	27.0	59.0	23.0	46.0	25.0	59.0	34.0	144.0	228.0	26.0	45.0	40.0	34.0	53.0	109.0	190.0	87.0	74.0	61.0	91.0	156.0	197.0	268.0	406.0	213.0	164.0	251.0	197.0	131.0	201.0	450.0	515.0	317.0	56.0	135.0	246.0	166.0	95.0	56.0	51.0	52.0	29.0	46.0
2	K07308	Metabolism	Lipid metabolism	Sulfur metabolism [PATH:ko00920]	dmsC; anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase anchor subunit)	206.0	384.0	407.0	283.0	29.0	39.0	68.0	27.0	59.0	23.0	46.0	25.0	59.0	34.0	144.0	228.0	26.0	45.0	40.0	34.0	53.0	109.0	190.0	87.0	74.0	61.0	91.0	156.0	197.0	268.0	406.0	213.0	164.0	251.0	197.0	131.0	201.0	450.0	515.0	317.0	56.0	135.0	246.0	166.0	95.0	56.0	51.0	52.0	29.0	46.0
3	K05602	Metabolism	Overview	Biosynthesis of amino acids [PATH:ko01230]	hisN; histidinol-phosphatase [EC:3.1.3.15]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
4	K05602	Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	hisN; histidinol-phosphatase [EC:3.1.3.15]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
5	K14986	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	fixL; two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]	4.0	1.0	3.0	1.0	19.0	14.0	14.0	20.0	18.0	60.0	73.0	43.0	22.0	42.0	1.0	20.0	145.0	223.0	97.0	91.0	214.0	47.0	93.0	1.0	61.0	12.0	2.0	4.0	11.0	13.0	14.0	9.0	3.0	4.0	5.0	0.0	113.0	204.0	197.0	153.0	48.0	37.0	15.0	74.0	100.0	80.0	72.0	116.0	59.0	54.0
6	K01711	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]	4095.0	4523.0	4347.0	5584.0	3779.0	3165.0	3576.0	2185.0	2757.0	4216.0	5058.0	5338.0	4992.0	4915.0	7702.0	5293.0	5457.0	3994.0	5664.0	5774.0	4681.0	6512.0	7191.0	8828.0	4472.0	4870.0	5397.0	4924.0	5413.0	4863.0	4507.0	2903.0	3493.0	2906.0	4624.0	3709.0	2484.0	1568.0	1468.0	1199.0	3230.0	3568.0	2917.0	2741.0	3137.0	2281.0	3761.0	3231.0	4115.0	5288.0
7	K01711	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]	4095.0	4523.0	4347.0	5584.0	3779.0	3165.0	3576.0	2185.0	2757.0	4216.0	5058.0	5338.0	4992.0	4915.0	7702.0	5293.0	5457.0	3994.0	5664.0	5774.0	4681.0	6512.0	7191.0	8828.0	4472.0	4870.0	5397.0	4924.0	5413.0	4863.0	4507.0	2903.0	3493.0	2906.0	4624.0	3709.0	2484.0	1568.0	1468.0	1199.0	3230.0	3568.0	2917.0	2741.0	3137.0	2281.0	3761.0	3231.0	4115.0	5288.0
8	K02464	Environmental Information Processing	Membrane transport	Bacterial secretion system [PATH:ko03070]	gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	0.0	17.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	13.0	0.0	81.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	8.0	9.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	19.0	3.0	7.0	17.0	11.0	0.0	0.0	0.0	6.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0
